"SECTOR_OID","SECTOR","BUSINESSACT_ID","ACTIVITY_TITLE","LICENCE_OID","LICENCE","REGULATION_AREA","DA_ENGLAND","DA_SCOTLAND","DA_WALES","DA_NIRELAND","ALL_OF_UK"
"1000090","Biopharmaceuticals manufacturing","1045","Produce, store or dispose of ozone-depleting substances","1084061625","Pollution prevention and control permit Part A and B (Northern Ireland)","Environment and waste","0","0","0","1","0"
"1000090","Biopharmaceuticals manufacturing","1045","Produce, store or dispose of ozone-depleting substances","1084063281","Pollution Inventory reporting (England and Wales)","Environment and waste","1","0","1","0","0"
"1000102","Metal product manufacturing","1045","Produce, store or dispose of ozone-depleting substances","1084061625","Pollution prevention and control permit Part A and B (Northern Ireland)","Environment and waste","0","0","0","1","0"
"1000102","Metal product manufacturing","1045","Produce, store or dispose of ozone-depleting substances","1084063281","Pollution Inventory reporting (England and Wales)","Environment and waste","1","0","1","0","0"
"1000104","Engine and turbine manufacturing","1045","Produce, store or dispose of ozone-depleting substances","1084063281","Pollution Inventory reporting (England and Wales)","Environment and waste","1","0","1","0","0"
"1000104","Engine and turbine manufacturing","1045","Produce, store or dispose of ozone-depleting substances","1075328601","Discharge of trade effluent permit (England, Wales &amp; Northern Ireland)","Environment and waste","1","0","1","1","0"
"1000105","Agricultural machinery manufacturing","1045","Produce, store or dispose of ozone-depleting substances","1075328601","Discharge of trade effluent permit (England, Wales &amp; Northern Ireland)","Environment and waste","1","0","1","1","0"
"1000106","Power tool manufacturing","1045","Produce, store or dispose of ozone-depleting substances","1084061625","Pollution prevention and control permit Part A and B (Northern Ireland)","Environment and waste","0","0","0","1","0"
"1000107","Construction machinery manufacturing","1045","Produce, store or dispose of ozone-depleting substances","1083742893","Pollution prevention and control permit - Part B (Scotland)","Environment and waste","0","1","0","0","0"
"1000107","Construction machinery manufacturing","1045","Produce, store or dispose of ozone-depleting substances","1083742890","Pollution prevention and control permit - Part A (Scotland)","Environment and waste","0","1","0","0","0"
"1000113","Motor vehicle parts manufacturing","1045","Produce, store or dispose of ozone-depleting substances","1084063281","Pollution Inventory reporting (England and Wales)","Environment and waste","1","0","1","0","0"
"1000114","Motor vehicle accessories manufacturing","1045","Produce, store or dispose of ozone-depleting substances","1083742890","Pollution prevention and control permit - Part A (Scotland)","Environment and waste","0","1","0","0","0"
"1000117","Electric lighting equipment manufacturing","1045","Produce, store or dispose of ozone-depleting substances","1084063281","Pollution Inventory reporting (England and Wales)","Environment and waste","1","0","1","0","0"
"1000117","Electric lighting equipment manufacturing","1045","Produce, store or dispose of ozone-depleting substances","1075328601","Discharge of trade effluent permit (England, Wales &amp; Northern Ireland)","Environment and waste","1","0","1","1","0"
