"SECTOR_OID","SECTOR","BUSINESSACT_ID","ACTIVITY_TITLE","LICENCE_OID","LICENCE","REGULATION_AREA","DA_ENGLAND","DA_SCOTLAND","DA_WALES","DA_NIRELAND","ALL_OF_UK"
"1000025","Gas supply","1057","Construct, maintain or use cooling towers or evaporative condensers","1084063281","Pollution Inventory reporting (England and Wales)","Environment and waste","1","0","1","0","0"
"1000030","Commercial building construction","1057","Construct, maintain or use cooling towers or evaporative condensers","1083742893","Pollution prevention and control permit - Part B (Scotland)","Environment and waste","0","1","0","0","0"
"1000051","Urban planning services","1057","Construct, maintain or use cooling towers or evaporative condensers","1084128926","Cooling tower notification (All UK)","Environment and waste","1","1","1","1","0"
"1000053","Construction consultancy","1057","Construct, maintain or use cooling towers or evaporative condensers","1083742890","Pollution prevention and control permit - Part A (Scotland)","Environment and waste","0","1","0","0","0"
"1000084","Petrol manufacturing","1057","Construct, maintain or use cooling towers or evaporative condensers","1083742890","Pollution prevention and control permit - Part A (Scotland)","Environment and waste","0","1","0","0","0"
"1000084","Petrol manufacturing","1057","Construct, maintain or use cooling towers or evaporative condensers","1084128926","Cooling tower notification (All UK)","Environment and waste","1","1","1","1","0"
"1000085","Agrochemicals manufacturing","1057","Construct, maintain or use cooling towers or evaporative condensers","1083742893","Pollution prevention and control permit - Part B (Scotland)","Environment and waste","0","1","0","0","0"
"1000087","Rubber products manufacturing","1057","Construct, maintain or use cooling towers or evaporative condensers","1083742890","Pollution prevention and control permit - Part A (Scotland)","Environment and waste","0","1","0","0","0"
"1000087","Rubber products manufacturing","1057","Construct, maintain or use cooling towers or evaporative condensers","1084128926","Cooling tower notification (All UK)","Environment and waste","1","1","1","1","0"
"1000088","Plastic products manufacturing","1057","Construct, maintain or use cooling towers or evaporative condensers","1083742893","Pollution prevention and control permit - Part B (Scotland)","Environment and waste","0","1","0","0","0"
"1000089","Pharmaceuticals and medicine manufacturing","1057","Construct, maintain or use cooling towers or evaporative condensers","1084128926","Cooling tower notification (All UK)","Environment and waste","1","1","1","1","0"
"1000092","Cleaning compound manufacturing","1057","Construct, maintain or use cooling towers or evaporative condensers","1083742893","Pollution prevention and control permit - Part B (Scotland)","Environment and waste","0","1","0","0","0"
"1000095","Glass building products manufacturing","1057","Construct, maintain or use cooling towers or evaporative condensers","1084128926","Cooling tower notification (All UK)","Environment and waste","1","1","1","1","0"
"1000096","Concrete and cement products manufacturing","1057","Construct, maintain or use cooling towers or evaporative condensers","1084128926","Cooling tower notification (All UK)","Environment and waste","1","1","1","1","0"
"1000101","Metal treatment and coating","1057","Construct, maintain or use cooling towers or evaporative condensers","1083742893","Pollution prevention and control permit - Part B (Scotland)","Environment and waste","0","1","0","0","0"
"1000102","Metal product manufacturing","1057","Construct, maintain or use cooling towers or evaporative condensers","1083742893","Pollution prevention and control permit - Part B (Scotland)","Environment and waste","0","1","0","0","0"
"1000109","Industrial machinery manufacturing","1057","Construct, maintain or use cooling towers or evaporative condensers","1083742893","Pollution prevention and control permit - Part B (Scotland)","Environment and waste","0","1","0","0","0"
"1000110","Other machinery manufacturing","1057","Construct, maintain or use cooling towers or evaporative condensers","1084063281","Pollution Inventory reporting (England and Wales)","Environment and waste","1","0","1","0","0"
"1000366","Environmental consultancy","1057","Construct, maintain or use cooling towers or evaporative condensers","1084063281","Pollution Inventory reporting (England and Wales)","Environment and waste","1","0","1","0","0"
"1000343","Property development","1057","Construct, maintain or use cooling towers or evaporative condensers","1083742893","Pollution prevention and control permit - Part B (Scotland)","Environment and waste","0","1","0","0","0"
"1000344","Letting of own property","1057","Construct, maintain or use cooling towers or evaporative condensers","1083742893","Pollution prevention and control permit - Part B (Scotland)","Environment and waste","0","1","0","0","0"
"1000117","Electric lighting equipment manufacturing","1059","Manufacture or supply electrical equipment","1087216447","Controlled goods export licence (All UK)","Export control","1","1","1","1","0"
"1000120","Electric wire and cable manufacturing","1059","Manufacture or supply electrical equipment","1084023303","Accredited electrical and electronic equipment producer compliance scheme (England &amp; Wales)","Environment and waste","1","0","1","0","0"
"1000120","Electric wire and cable manufacturing","1059","Manufacture or supply electrical equipment","1083741584","Accredited electrical and electronic equipment producer compliance scheme (Scotland)","Manufacturing and product safety","0","1","0","0","0"
"1000124","Electronic office equipment manufacturing","1059","Manufacture or supply electrical equipment","1084023303","Accredited electrical and electronic equipment producer compliance scheme (England &amp; Wales)","Environment and waste","1","0","1","0","0"
"1000125","Telecommunications equipment manufacturing","1059","Manufacture or supply electrical equipment","1083741584","Accredited electrical and electronic equipment producer compliance scheme (Scotland)","Manufacturing and product safety","0","1","0","0","0"
"1000183","Electronic office equipment and supplies wholesale","1059","Manufacture or supply electrical equipment","1084023303","Accredited electrical and electronic equipment producer compliance scheme (England &amp; Wales)","Environment and waste","1","0","1","0","0"
"1000003","Arable farming","1060","Advertise, sell, supply, store or use pesticides ","1083742545","Pesticide approval (All UK)","Environment","0","0","0","0","1"
"1000140","Agricultural materials wholesale agents","1060","Advertise, sell, supply, store or use pesticides ","1083742545","Pesticide approval (All UK)","Environment","0","0","0","0","1"
"1000202","Agrochemicals wholesale","1060","Advertise, sell, supply, store or use pesticides ","1075328601","Discharge of trade effluent permit (England, Wales &amp; Northern Ireland)","Environment and waste","1","0","1","1","0"
"1000203","Chemical products wholesale agents","1060","Advertise, sell, supply, store or use pesticides ","1084015237","Pesticide approvals (Northern Ireland)","Environment","0","0","0","1","0"
"1000006","Sheep and goat farming","1061","Process, store or dispose of dangerous or harmful substances","1085890732","Environmental permits issued by the local authority (England &amp; Wales)","Environment","1","0","1","0","0"
"1000008","Poultry farming","1061","Process, store or dispose of dangerous or harmful substances","1085890732","Environmental permits issued by the local authority (England &amp; Wales)","Environment","1","0","1","0","0"
"1000010","Other animal farming","1061","Process, store or dispose of dangerous or harmful substances","1075328601","Discharge of trade effluent permit (England, Wales &amp; Northern Ireland)","Environment and waste","1","0","1","1","0"
"1000011","Animal farming support services","1061","Process, store or dispose of dangerous or harmful substances","1084063696","Hazardous waste movement notice (Northern Ireland)","Environment and waste","0","0","0","1","0"
"1000022","Oil and gas extraction","1061","Process, store or dispose of dangerous or harmful substances","1084063696","Hazardous waste movement notice (Northern Ireland)","Environment and waste","0","0","0","1","0"
"1000025","Gas supply","1061","Process, store or dispose of dangerous or harmful substances","1075328601","Discharge of trade effluent permit (England, Wales &amp; Northern Ireland)","Environment and waste","1","0","1","1","0"
"1000060","Meat product manufacturing","1061","Process, store or dispose of dangerous or harmful substances","1084063696","Hazardous waste movement notice (Northern Ireland)","Environment and waste","0","0","0","1","0"
"1000061","Seafood processing","1061","Process, store or dispose of dangerous or harmful substances","1085890732","Environmental permits issued by the local authority (England &amp; Wales)","Environment","1","0","1","0","0"
"1000061","Seafood processing","1061","Process, store or dispose of dangerous or harmful substances","1084063696","Hazardous waste movement notice (Northern Ireland)","Environment and waste","0","0","0","1","0"
"1000064","Other food manufacturing","1061","Process, store or dispose of dangerous or harmful substances","1084063696","Hazardous waste movement notice (Northern Ireland)","Environment and waste","0","0","0","1","0"
"1000087","Rubber products manufacturing","1061","Process, store or dispose of dangerous or harmful substances","1075328601","Discharge of trade effluent permit (England, Wales &amp; Northern Ireland)","Environment and waste","1","0","1","1","0"
"1000090","Biopharmaceuticals manufacturing","1061","Process, store or dispose of dangerous or harmful substances","1085890732","Environmental permits issued by the local authority (England &amp; Wales)","Environment","1","0","1","0","0"
"1000091","Beauty and toilet products manufacturing","1061","Process, store or dispose of dangerous or harmful substances","1085890732","Environmental permits issued by the local authority (England &amp; Wales)","Environment","1","0","1","0","0"
"1000091","Beauty and toilet products manufacturing","1061","Process, store or dispose of dangerous or harmful substances","1075328601","Discharge of trade effluent permit (England, Wales &amp; Northern Ireland)","Environment and waste","1","0","1","1","0"
"1000094","Clay and ceramic building materials manufacturing","1061","Process, store or dispose of dangerous or harmful substances","1085890732","Environmental permits issued by the local authority (England &amp; Wales)","Environment","1","0","1","0","0"
"1000100","Metal manufacturing","1061","Process, store or dispose of dangerous or harmful substances","1085890732","Environmental permits issued by the local authority (England &amp; Wales)","Environment","1","0","1","0","0"
"1000107","Construction machinery manufacturing","1061","Process, store or dispose of dangerous or harmful substances","1075328601","Discharge of trade effluent permit (England, Wales &amp; Northern Ireland)","Environment and waste","1","0","1","1","0"
"1000108","Guns and ammunition manufacturing","1061","Process, store or dispose of dangerous or harmful substances","1085890732","Environmental permits issued by the local authority (England &amp; Wales)","Environment","1","0","1","0","0"
"1000117","Electric lighting equipment manufacturing","1061","Process, store or dispose of dangerous or harmful substances","1085890732","Environmental permits issued by the local authority (England &amp; Wales)","Environment","1","0","1","0","0"
"1000125","Telecommunications equipment manufacturing","1061","Process, store or dispose of dangerous or harmful substances","1084063696","Hazardous waste movement notice (Northern Ireland)","Environment and waste","0","0","0","1","0"
"1000126","Audio-visual equipment manufacturing","1061","Process, store or dispose of dangerous or harmful substances","1084063696","Hazardous waste movement notice (Northern Ireland)","Environment and waste","0","0","0","1","0"
"1000360","Scientific research and development","1061","Process, store or dispose of dangerous or harmful substances","1084063696","Hazardous waste movement notice (Northern Ireland)","Environment and waste","0","0","0","1","0"
"1000046","Other specialised construction activities","1061","Process, store or dispose of dangerous or harmful substances","1075328601","Discharge of trade effluent permit (England, Wales &amp; Northern Ireland)","Environment and waste","1","0","1","1","0"
"1000364","Non-metal waste and scrap recycling","1061","Process, store or dispose of dangerous or harmful substances","1075328601","Discharge of trade effluent permit (England, Wales &amp; Northern Ireland)","Environment and waste","1","0","1","1","0"
"1000440","Hospitals","1061","Process, store or dispose of dangerous or harmful substances","1084063696","Hazardous waste movement notice (Northern Ireland)","Environment and waste","0","0","0","1","0"
"1000440","Hospitals","1061","Process, store or dispose of dangerous or harmful substances","1075328601","Discharge of trade effluent permit (England, Wales &amp; Northern Ireland)","Environment and waste","1","0","1","1","0"
"1000341","Garden and landscape maintenance","1061","Process, store or dispose of dangerous or harmful substances","1075328601","Discharge of trade effluent permit (England, Wales &amp; Northern Ireland)","Environment and waste","1","0","1","1","0"
"1000342","Cleaning services","1061","Process, store or dispose of dangerous or harmful substances","1085890732","Environmental permits issued by the local authority (England &amp; Wales)","Environment","1","0","1","0","0"
"1000022","Oil and gas extraction","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833134","Air conditioning system energy assessor accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000056","Animal food manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833171","Operational ratings assessor (production of display energy certificates) accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000057","Grain and vegetable oil processing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084063281","Pollution Inventory reporting (England and Wales)","Environment and waste","1","0","1","0","0"
"1000057","Grain and vegetable oil processing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833171","Operational ratings assessor (production of display energy certificates) accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000057","Grain and vegetable oil processing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833134","Air conditioning system energy assessor accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000060","Meat product manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084063281","Pollution Inventory reporting (England and Wales)","Environment and waste","1","0","1","0","0"
"1000061","Seafood processing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084126531","Energy assessor (England and Wales)","Utility regulation","1","0","1","0","0"
"1000061","Seafood processing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084063281","Pollution Inventory reporting (England and Wales)","Environment and waste","1","0","1","0","0"
"1000064","Other food manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833171","Operational ratings assessor (production of display energy certificates) accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000064","Other food manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087107135","Commercial energy assessor accreditation (Scotland)","Construction and property","0","1","0","0","0"
"1000064","Other food manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084114379","Pollution data reporting (Northern Ireland)","Environment and waste","0","0","0","1","0"
"1000065","Health food and supplements manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084063281","Pollution Inventory reporting (England and Wales)","Environment and waste","1","0","1","0","0"
"1000067","Soft drink manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084114379","Pollution data reporting (Northern Ireland)","Environment and waste","0","0","0","1","0"
"1000068","Tobacco products manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084126531","Energy assessor (England and Wales)","Utility regulation","1","0","1","0","0"
"1000070","Adult clothing and accessories manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833171","Operational ratings assessor (production of display energy certificates) accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000073","Leather products manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084126531","Energy assessor (England and Wales)","Utility regulation","1","0","1","0","0"
"1000073","Leather products manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833134","Air conditioning system energy assessor accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000073","Leather products manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087107135","Commercial energy assessor accreditation (Scotland)","Construction and property","0","1","0","0","0"
"1000073","Leather products manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1083742706","Pollution data reporting (Scotland)","Environment and waste","0","1","0","0","0"
"1000073","Leather products manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084114379","Pollution data reporting (Northern Ireland)","Environment and waste","0","0","0","1","0"
"1000075","Textiles manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087107135","Commercial energy assessor accreditation (Scotland)","Construction and property","0","1","0","0","0"
"1000076","Furniture manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084126531","Energy assessor (England and Wales)","Utility regulation","1","0","1","0","0"
"1000076","Furniture manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084063281","Pollution Inventory reporting (England and Wales)","Environment and waste","1","0","1","0","0"
"1000078","Paper and paper stationery manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084126531","Energy assessor (England and Wales)","Utility regulation","1","0","1","0","0"
"1000078","Paper and paper stationery manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833134","Air conditioning system energy assessor accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000081","Printing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084126531","Energy assessor (England and Wales)","Utility regulation","1","0","1","0","0"
"1000081","Printing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833152","Non-domestic energy assessor accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000082","Printing support activities","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833152","Non-domestic energy assessor accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000082","Printing support activities","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833171","Operational ratings assessor (production of display energy certificates) accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000082","Printing support activities","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1083742706","Pollution data reporting (Scotland)","Environment and waste","0","1","0","0","0"
"1000084","Petrol manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833152","Non-domestic energy assessor accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000085","Agrochemicals manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087106993","Domestic energy assessor accreditation (Scotland)","Construction and property","0","1","0","0","0"
"1000085","Agrochemicals manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1083742706","Pollution data reporting (Scotland)","Environment and waste","0","1","0","0","0"
"1000086","Explosives manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084063281","Pollution Inventory reporting (England and Wales)","Environment and waste","1","0","1","0","0"
"1000087","Rubber products manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833152","Non-domestic energy assessor accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000087","Rubber products manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087107135","Commercial energy assessor accreditation (Scotland)","Construction and property","0","1","0","0","0"
"1000088","Plastic products manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833171","Operational ratings assessor (production of display energy certificates) accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000089","Pharmaceuticals and medicine manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087107135","Commercial energy assessor accreditation (Scotland)","Construction and property","0","1","0","0","0"
"1000090","Biopharmaceuticals manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833171","Operational ratings assessor (production of display energy certificates) accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000090","Biopharmaceuticals manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1083742706","Pollution data reporting (Scotland)","Environment and waste","0","1","0","0","0"
"1000091","Beauty and toilet products manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833152","Non-domestic energy assessor accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000091","Beauty and toilet products manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833134","Air conditioning system energy assessor accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000091","Beauty and toilet products manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087106993","Domestic energy assessor accreditation (Scotland)","Construction and property","0","1","0","0","0"
"1000092","Cleaning compound manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833152","Non-domestic energy assessor accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000094","Clay and ceramic building materials manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087107135","Commercial energy assessor accreditation (Scotland)","Construction and property","0","1","0","0","0"
"1000095","Glass building products manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833171","Operational ratings assessor (production of display energy certificates) accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000096","Concrete and cement products manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087106993","Domestic energy assessor accreditation (Scotland)","Construction and property","0","1","0","0","0"
"1000097","Stone and slate products manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084126531","Energy assessor (England and Wales)","Utility regulation","1","0","1","0","0"
"1000097","Stone and slate products manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833134","Air conditioning system energy assessor accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000097","Stone and slate products manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087106993","Domestic energy assessor accreditation (Scotland)","Construction and property","0","1","0","0","0"
"1000101","Metal treatment and coating","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1083742706","Pollution data reporting (Scotland)","Environment and waste","0","1","0","0","0"
"1000102","Metal product manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833152","Non-domestic energy assessor accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000104","Engine and turbine manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087106993","Domestic energy assessor accreditation (Scotland)","Construction and property","0","1","0","0","0"
"1000112","Motor vehicle manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833134","Air conditioning system energy assessor accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000114","Motor vehicle accessories manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084126531","Energy assessor (England and Wales)","Utility regulation","1","0","1","0","0"
"1000114","Motor vehicle accessories manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833152","Non-domestic energy assessor accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000114","Motor vehicle accessories manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833171","Operational ratings assessor (production of display energy certificates) accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000114","Motor vehicle accessories manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087107135","Commercial energy assessor accreditation (Scotland)","Construction and property","0","1","0","0","0"
"1000115","Boat building and repair","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087107135","Commercial energy assessor accreditation (Scotland)","Construction and property","0","1","0","0","0"
"1000115","Boat building and repair","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087106993","Domestic energy assessor accreditation (Scotland)","Construction and property","0","1","0","0","0"
"1000117","Electric lighting equipment manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084126531","Energy assessor (England and Wales)","Utility regulation","1","0","1","0","0"
"1000117","Electric lighting equipment manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087107135","Commercial energy assessor accreditation (Scotland)","Construction and property","0","1","0","0","0"
"1000118","Electrical appliance manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084063281","Pollution Inventory reporting (England and Wales)","Environment and waste","1","0","1","0","0"
"1000118","Electrical appliance manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084114379","Pollution data reporting (Northern Ireland)","Environment and waste","0","0","0","1","0"
"1000119","Electric motor manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084063281","Pollution Inventory reporting (England and Wales)","Environment and waste","1","0","1","0","0"
"1000119","Electric motor manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833152","Non-domestic energy assessor accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000119","Electric motor manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833171","Operational ratings assessor (production of display energy certificates) accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000119","Electric motor manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087106993","Domestic energy assessor accreditation (Scotland)","Construction and property","0","1","0","0","0"
"1000120","Electric wire and cable manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833152","Non-domestic energy assessor accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000121","Battery manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084063281","Pollution Inventory reporting (England and Wales)","Environment and waste","1","0","1","0","0"
"1000121","Battery manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087106993","Domestic energy assessor accreditation (Scotland)","Construction and property","0","1","0","0","0"
"1000123","Computer and computer peripherals manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084063281","Pollution Inventory reporting (England and Wales)","Environment and waste","1","0","1","0","0"
"1000123","Computer and computer peripherals manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084114379","Pollution data reporting (Northern Ireland)","Environment and waste","0","0","0","1","0"
"1000126","Audio-visual equipment manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833171","Operational ratings assessor (production of display energy certificates) accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000127","Recording media manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833134","Air conditioning system energy assessor accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000129","Jewellery manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084126531","Energy assessor (England and Wales)","Utility regulation","1","0","1","0","0"
"1000129","Jewellery manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087107135","Commercial energy assessor accreditation (Scotland)","Construction and property","0","1","0","0","0"
"1000132","Bicycle and bicycle parts manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833171","Operational ratings assessor (production of display energy certificates) accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000133","Sports equipment manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084126531","Energy assessor (England and Wales)","Utility regulation","1","0","1","0","0"
"1000133","Sports equipment manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833171","Operational ratings assessor (production of display energy certificates) accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000135","Musical instrument manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1083742706","Pollution data reporting (Scotland)","Environment and waste","0","1","0","0","0"
"1000136","Handicrafts manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833134","Air conditioning system energy assessor accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000136","Handicrafts manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087106993","Domestic energy assessor accreditation (Scotland)","Construction and property","0","1","0","0","0"
"1000136","Handicrafts manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1083742706","Pollution data reporting (Scotland)","Environment and waste","0","1","0","0","0"
"1000145","Metal and metal ores wholesale","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084126531","Energy assessor (England and Wales)","Utility regulation","1","0","1","0","0"
"1000145","Metal and metal ores wholesale","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833171","Operational ratings assessor (production of display energy certificates) accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000145","Metal and metal ores wholesale","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087106993","Domestic energy assessor accreditation (Scotland)","Construction and property","0","1","0","0","0"
"1000260","Motor vehicle maintenance and repair","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833152","Non-domestic energy assessor accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000360","Scientific research and development","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833152","Non-domestic energy assessor accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000360","Scientific research and development","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087106993","Domestic energy assessor accreditation (Scotland)","Construction and property","0","1","0","0","0"
"1000364","Non-metal waste and scrap recycling","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833171","Operational ratings assessor (production of display energy certificates) accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000365","Metal waste and scrap recycling","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087833152","Non-domestic energy assessor accreditation (England &amp; Wales)","Environment","1","0","1","0","0"
"1000440","Hospitals","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1087106993","Domestic energy assessor accreditation (Scotland)","Construction and property","0","1","0","0","0"
"1000440","Hospitals","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution","1084114379","Pollution data reporting (Northern Ireland)","Environment and waste","0","0","0","1","0"
"1000029","Residential building construction","1064","Carry out construction or building work","1086891123","Competence to self-certify building work registration (England &amp; Wales)","Building regulations","1","0","1","0","0"
"1000031","Civil engineering","1064","Carry out construction or building work","1075328601","Discharge of trade effluent permit (England, Wales &amp; Northern Ireland)","Environment and waste","1","0","1","1","0"
"1000033","Building site preparation","1064","Carry out construction or building work","1084023738","Construction project notification (Northern Ireland)","Construction and property","0","0","0","1","0"
"1000034","Brick laying","1064","Carry out construction or building work","1084140798","Street works operative (All UK)","Construction and property","1","1","1","1","0"
